PM2.5,PM10,NO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,SolarRadiation,Pressure
54.2,79.4,24.2,0.549,66.0,176.0,26.7,60,4.9,139.0,1009.7
56.6,82.4,22.6,0.549,105.0,176.0,28.9,52,6.1,286.0,1010.7
56.2,82.0,18.7,0.535,161.0,176.0,30.9,46,7.6,424.0,1010.4
51.5,74.5,17.3,0.547,217.0,176.0,32.3,44,7.4,525.0,1010.3
50.1,72.4,19.5,0.595,273.0,176.0,33.3,44,6.1,627.0,1008.9
54.8,79.2,24.2,0.669,328.0,186.0,34.2,41,3.1,609.0,1007.9
65.9,95.0,33.4,0.786,366.0,196.0,34.5,38,5.4,520.0,1007.2
76.8,110.8,53.8,1.007,381.0,200.0,32.3,51,9.4,407.0,1007.1
86.6,124.8,78.8,1.271,378.0,200.0,30.9,59,9.8,291.0,1007.3
87.3,126.7,101.1,1.332,309.0,180.0,30.0,69,8.2,136.0,1008.0
91.7,133.2,87.2,1.296,271.0,180.0,28.7,77,6.6,8.0,1008.3
85.2,123.9,67.5,1.237,219.0,180.0,28.2,79,5.4,0.0,1009.1
73.3,107.3,50.0,1.137,179.0,182.0,27.7,80,4.4,0.0,1009.6
62.9,92.7,36.4,0.951,167.0,182.0,27.6,78,3.7,0.0,1010.0
51.5,76.8,24.9,0.722,167.0,182.0,27.5,73,3.6,0.0,1009.8
49.5,74.0,17.6,0.561,160.0,180.0,27.1,78,3.1,0.0,1009.8
46.1,68.7,16.5,0.526,136.0,180.0,26.7,76,3.3,0.0,1009.2
48.3,71.0,19.5,0.56,105.0,178.0,26.5,75,3.1,0.0,1009.1
50.4,73.3,22.5,0.597,79.0,178.0,26.3,75,3.3,0.0,1008.7
53.3,77.3,24.4,0.627,61.0,178.0,26.1,75,3.7,0.0,1008.7
53.8,78.0,26.4,0.66,49.0,178.0,26.0,75,4.0,0.0,1008.7
46.6,67.5,24.8,0.605,42.0,178.0,26.1,78,3.6,0.0,1009.8
43.8,63.6,26.5,0.594,45.0,178.0,26.3,73,3.6,0.0,1009.9
43.2,62.6,28.7,0.576,50.0,176.0,26.6,71,3.8,15.0,1010.5
41.2,60.1,28.6,0.544,62.0,176.0,28.1,65,4.5,133.0,1011.2
33.2,48.2,24.0,0.482,82.0,176.0,30.1,57,6.8,357.0,1012.1
27.6,39.9,17.1,0.406,109.0,174.0,31.7,53,9.0,559.0,1011.9
26.8,38.9,12.4,0.361,139.0,172.0,32.6,50,7.2,691.0,1011.3
28.1,40.6,11.7,0.373,178.0,170.0,33.5,48,5.7,704.0,1010.0
31.3,45.3,13.1,0.415,221.0,168.0,34.3,44,5.1,640.0,1009.3
36.1,52.7,15.5,0.453,247.0,166.0,34.4,44,7.7,565.0,1008.6
39.0,57.9,19.8,0.481,246.0,164.0,32.0,61,9.8,444.0,1008.3
36.7,55.6,25.2,0.506,229.0,162.0,30.4,70,9.5,308.0,1008.7
40.0,64.0,24.5,0.451,192.0,160.0,29.9,71,8.6,130.0,1009.2
36.0,59.0,22.0,0.419,173.0,156.0,29.2,72,6.0,8.0,1009.5
32.8,54.8,18.5,0.375,146.0,152.0,28.6,79,5.1,0.0,1010.5
31.2,52.9,16.0,0.344,125.0,148.0,28.2,83,4.3,0.0,1011.2
31.2,52.9,15.3,0.337,117.0,146.0,27.9,85,2.3,0.0,1011.6
32.6,55.1,15.4,0.345,114.0,144.0,27.6,86,1.1,0.0,1011.7
34.2,57.4,15.8,0.359,113.0,142.0,27.9,85,1.3,0.0,1011.5
35.6,58.7,16.1,0.384,112.0,142.0,27.8,86,3.9,0.0,1011.3
37.1,60.3,16.5,0.416,112.0,140.0,27.0,87,4.8,0.0,1011.3
38.9,62.4,17.1,0.441,110.0,140.0,27.0,86,1.6,0.0,1010.6
40.5,63.8,17.7,0.451,103.0,140.0,26.9,86,3.1,0.0,1010.2
41.0,63.6,18.4,0.454,94.0,138.0,26.7,87,1.3,0.0,1010.0
35.0,55.2,19.6,0.396,79.0,138.0,26.3,91,3.6,0.0,1010.7
35.6,55.4,23.3,0.43,74.0,136.0,26.1,92,2.7,0.0,1010.9
38.5,58.9,28.4,0.476,67.0,136.0,26.0,92,2.9,18.0,1011.4
40.2,61.0,32.3,0.507,67.0,136.0,26.9,86,4.5,164.0,1012.1
42.3,63.8,34.7,0.515,80.0,136.0,28.5,75,4.7,344.0,1012.4
44.8,67.5,35.9,0.509,99.0,136.0,30.0,68,4.8,481.0,1011.8
43.0,65.0,34.8,0.486,113.0,138.0,28.4,73,8.7,340.0,1012.7
34.1,52.0,29.6,0.436,118.0,138.0,26.9,79,8.2,246.0,1011.7
26.5,40.5,22.0,0.369,118.0,140.0,27.6,76,8.2,463.0,1011.0
21.2,32.5,16.2,0.316,116.0,138.0,27.7,75,9.4,368.0,1010.2
18.5,28.7,13.9,0.287,113.0,138.0,27.7,75,6.7,305.0,1009.8
16.6,26.3,13.5,0.271,109.0,136.0,28.2,73,2.6,287.0,1009.5
27.4,43.7,13.6,0.285,110.0,136.0,28.0,78,6.8,135.0,1009.5
22.1,35.4,12.4,0.269,102.0,134.0,27.2,82,7.3,8.0,1009.7
16.9,27.6,10.6,0.247,92.0,134.0,26.9,84,6.3,0.0,1009.9
14.5,23.9,8.9,0.229,85.0,132.0,26.9,85,4.0,0.0,1010.6
13.3,22.1,7.4,0.221,85.0,132.0,26.7,85,3.1,0.0,1011.3
13.1,21.9,6.0,0.218,88.0,130.0,26.1,86,1.5,0.0,1011.7
12.9,21.7,5.0,0.215,90.0,128.0,24.5,89,7.9,0.0,1012.4
12.3,20.7,4.4,0.208,89.0,128.0,23.5,90,7.9,0.0,1011.9
11.4,19.3,4.1,0.201,87.0,126.0,23.5,89,5.6,0.0,1011.4
10.9,18.5,4.3,0.196,85.0,124.0,23.7,88,5.4,0.0,1011.0
10.1,17.1,4.6,0.192,82.0,122.0,23.9,88,5.8,0.0,1010.4
9.1,15.1,5.3,0.19,79.0,120.0,23.8,89,5.5,0.0,1010.3
8.1,13.0,5.9,0.188,74.0,110.0,23.7,92,5.4,0.0,1010.5
8.5,13.4,9.1,0.208,70.0,102.0,23.7,91,4.3,0.0,1010.9
8.9,13.6,13.4,0.237,64.0,92.0,23.8,91,3.8,13.0,1011.2
10.4,15.6,16.8,0.262,65.0,82.0,24.5,88,2.9,124.0,1012.0
11.3,16.6,18.4,0.28,75.0,76.0,25.8,82,2.3,304.0,1012.6
14.6,21.5,19.0,0.296,91.0,72.0,27.6,74,7.2,462.0,1012.5
16.4,24.2,18.8,0.309,111.0,94.0,28.3,70,6.5,503.0,1011.9
17.3,25.5,17.4,0.322,141.0,124.0,28.9,68,7.4,597.0,1010.5
19.8,29.0,15.1,0.332,175.0,136.0,29.3,67,8.0,675.0,1009.6
21.6,31.9,13.5,0.334,195.0,144.0,29.1,69,8.4,566.0,1008.7
21.2,32.1,13.1,0.32,190.0,142.0,28.6,71,8.7,464.0,1008.4
18.3,28.5,13.4,0.297,171.0,134.0,28.2,73,8.3,303.0,1008.3
20.2,33.3,13.6,0.28,154.0,128.0,28.0,75,7.2,125.0,1008.7
19.1,32.1,13.3,0.274,136.0,122.0,27.1,79,6.9,8.0,1009.1
18.2,30.7,13.0,0.266,111.0,94.0,26.7,81,5.3,0.0,1009.9
17.6,29.5,13.2,0.265,91.0,72.0,26.2,82,4.9,0.0,1010.7
17.3,28.6,14.4,0.276,81.0,64.0,25.9,84,4.7,0.0,1011.2
17.8,28.9,16.1,0.294,77.0,62.0,25.6,86,4.1,0.0,1010.8
18.2,29.0,17.2,0.306,73.0,58.0,25.6,87,3.4,0.0,1010.6
17.7,28.1,17.1,0.307,70.0,60.0,25.3,89,2.7,0.0,1009.8
17.0,26.8,16.3,0.303,68.0,60.0,25.0,91,3.1,0.0,1009.7
16.2,25.4,15.5,0.297,66.0,62.0,24.7,93,3.4,0.0,1009.4
16.1,25.0,14.5,0.287,64.0,62.0,24.5,94,3.4,0.0,1009.3
15.5,23.9,13.5,0.275,63.0,64.0,24.2,95,3.9,0.0,1009.2
12.6,19.4,11.2,0.273,62.0,64.0,24.2,96,2.9,0.0,1009.5
13.1,20.0,13.5,0.291,61.0,66.0,23.8,97,3.4,0.0,1009.7
16.2,24.6,16.5,0.315,61.0,66.0,23.6,98,3.4,16.0,1010.2
19.3,29.2,18.2,0.331,67.0,68.0,24.5,94,3.4,146.0,1010.8
20.7,31.3,17.5,0.329,85.0,68.0,25.9,81,4.0,290.0,1011.4
20.6,31.3,15.5,0.319,109.0,92.0,27.0,73,4.4,407.0,1011.5
20.3,31.1,13.3,0.31,129.0,118.0,28.3,64,2.8,502.0,1011.1
21.9,33.8,10.8,0.304,142.0,124.0,29.0,61,5.6,636.0,1009.9
23.9,37.1,8.0,0.3,150.0,128.0,29.2,60,8.1,645.0,1008.7
25.3,40.2,6.6,0.299,153.0,128.0,29.0,60,9.0,615.0,1007.9
26.8,43.4,7.5,0.303,147.0,126.0,28.6,59,10.0,494.0,1007.5
28.4,46.4,9.7,0.311,136.0,122.0,27.9,62,9.9,338.0,1007.5
29.5,48.2,11.5,0.322,127.0,116.0,27.5,64,9.2,144.0,1008.3
31.0,50.3,12.4,0.337,126.0,114.0,26.4,71,9.1,9.0,1008.6
32.8,52.6,12.9,0.354,128.0,118.0,26.0,73,8.0,0.0,1009.1
34.0,53.9,13.3,0.37,127.0,116.0,25.5,76,7.5,0.0,1009.6
33.9,53.1,13.7,0.383,121.0,108.0,25.1,76,6.5,0.0,1010.0
33.9,52.6,13.9,0.393,113.0,98.0,24.8,74,5.4,0.0,1010.4
33.3,51.1,13.8,0.4,105.0,102.0,24.6,78,4.3,0.0,1010.2
32.0,48.9,13.2,0.4,98.0,106.0,24.3,78,4.0,0.0,1010.2
31.4,47.8,12.3,0.396,92.0,112.0,23.9,80,3.2,0.0,1009.5
29.9,45.5,11.8,0.393,86.0,116.0,23.6,82,3.4,0.0,1009.4
29.9,45.5,11.7,0.39,81.0,120.0,23.1,85,3.2,0.0,1008.7
29.9,45.4,12.0,0.389,77.0,122.0,22.8,87,3.3,0.0,1009.1
32.8,51.0,12.1,0.381,65.0,122.0,22.8,89,3.4,0.0,1009.4
33.4,51.5,14.3,0.405,62.0,124.0,22.6,89,3.4,0.0,1009.9
35.3,53.9,17.2,0.437,58.0,124.0,22.4,90,3.1,19.0,1010.8
37.1,56.3,18.8,0.457,68.0,126.0,23.4,82,2.8,172.0,1011.8
38.2,57.7,18.1,0.457,103.0,128.0,25.5,69,2.0,381.0,1012.6
38.6,58.4,16.1,0.444,152.0,128.0,27.5,62,2.0,562.0,1012.5
39.6,59.8,13.8,0.425,186.0,140.0,28.8,54,4.0,698.0,1011.8
38.1,58.3,11.0,0.394,194.0,144.0,29.4,50,7.1,745.0,1010.6
35.3,55.5,7.9,0.357,189.0,142.0,29.3,51,9.8,753.0,1009.8
32.5,52.6,6.2,0.33,179.0,138.0,28.7,56,10.8,678.0,1009.1
30.5,50.9,7.1,0.322,164.0,134.0,28.2,59,10.9,536.0,1009.1
30.0,51.1,9.4,0.325,145.0,134.0,27.5,62,11.0,349.0,1009.0
43.2,73.6,10.7,0.343,132.0,134.0,27.6,63,9.2,143.0,1009.5
46.4,78.9,10.7,0.355,132.0,134.0,26.5,68,8.5,9.0,1009.9
50.5,85.0,10.7,0.371,133.0,136.0,26.1,73,6.8,0.0,1010.7
53.1,88.5,10.8,0.384,132.0,136.0,25.6,76,5.8,0.0,1011.2
54.1,88.9,10.9,0.391,130.0,138.0,25.3,78,5.5,0.0,1011.6
54.1,88.0,11.1,0.395,127.0,140.0,24.9,80,5.4,0.0,1011.6
55.2,88.7,11.2,0.401,123.0,140.0,24.3,81,4.5,0.0,1011.7
55.5,88.5,11.2,0.41,118.0,142.0,23.8,82,4.3,0.0,1011.0
55.5,87.8,11.3,0.42,112.0,144.0,23.3,82,4.1,0.0,1010.6
55.4,87.1,11.3,0.429,106.0,146.0,22.9,83,3.8,0.0,1010.0
55.9,87.1,11.1,0.434,101.0,146.0,22.5,83,3.8,0.0,1009.9
56.0,86.8,10.9,0.438,96.0,148.0,22.2,84,3.8,0.0,1009.6
57.5,89.4,10.9,0.451,90.0,150.0,22.1,87,3.6,0.0,1010.2
58.3,90.1,13.6,0.474,87.0,152.0,21.8,88,3.6,0.0,1010.7
60.1,92.4,17.2,0.506,84.0,154.0,21.8,88,3.6,17.0,1011.4
61.5,94.3,18.9,0.52,92.0,156.0,23.0,79,3.3,172.0,1011.9
60.5,93.4,17.1,0.504,120.0,158.0,25.5,68,3.8,379.0,1012.2
59.0,90.8,13.4,0.472,159.0,158.0,27.8,60,2.7,561.0,1012.3
57.0,87.8,10.3,0.439,186.0,160.0,29.6,48,3.0,694.0,1012.1
53.6,82.7,8.4,0.408,192.0,162.0,30.7,44,4.9,760.0,1011.3
49.6,77.1,7.0,0.376,187.0,162.0,31.0,45,7.9,756.0,1010.5
45.8,71.9,6.6,0.356,178.0,164.0,30.4,49,9.9,678.0,1009.6
42.8,68.7,7.8,0.353,164.0,164.0,29.5,52,10.5,538.0,1009.2
42.4,68.9,9.9,0.36,147.0,164.0,28.5,57,10.7,354.0,1009.4
55.1,89.2,11.3,0.39,123.0,166.0,28.3,61,8.9,144.0,1009.3
59.1,95.7,11.5,0.405,124.0,166.0,27.1,72,7.2,9.0,1010.0
62.4,100.1,11.8,0.425,124.0,168.0,26.5,77,6.0,0.0,1010.7
64.0,102.0,12.0,0.44,124.0,168.0,26.1,78,4.8,0.0,1011.4
64.7,102.2,11.9,0.445,122.0,168.0,25.8,79,4.7,0.0,1011.7
65.2,102.2,11.7,0.445,118.0,170.0,25.4,82,4.7,0.0,1011.5
63.6,99.4,11.4,0.444,114.0,170.0,24.9,84,3.9,0.0,1011.5
62.4,97.1,10.9,0.442,109.0,170.0,24.5,87,3.4,0.0,1011.1
61.2,95.2,10.4,0.44,103.0,172.0,24.1,90,3.1,0.0,1011.2
60.3,93.1,10.1,0.442,98.0,172.0,23.9,91,3.0,0.0,1010.6
59.6,92.0,10.1,0.451,92.0,172.0,23.7,92,3.3,0.0,1010.5
60.8,93.4,10.5,0.466,87.0,172.0,23.4,93,2.9,0.0,1010.1
57.7,89.9,10.1,0.426,82.0,172.0,23.3,94,2.9,0.0,1010.7
60.5,93.6,12.4,0.459,79.0,172.0,22.9,94,3.3,0.0,1010.8
62.9,96.6,15.4,0.505,75.0,172.0,22.8,92,3.6,17.0,1011.5
65.2,99.9,17.0,0.532,82.0,172.0,23.8,85,3.6,166.0,1011.8
66.4,101.7,15.7,0.526,108.0,174.0,25.9,75,3.1,368.0,1012.6
66.8,102.0,13.0,0.502,143.0,174.0,27.8,67,3.1,546.0,1012.3
62.9,95.7,10.8,0.479,174.0,174.0,29.0,60,3.9,660.0,1011.7
59.6,91.0,9.6,0.462,197.0,174.0,29.7,56,6.1,708.0,1010.7
58.9,89.9,8.8,0.446,215.0,174.0,29.8,57,8.4,694.0,1009.9
58.0,88.7,8.9,0.432,221.0,176.0,29.1,62,10.0,612.0,1009.0
57.0,87.8,10.5,0.422,207.0,176.0,28.2,67,10.8,493.0,1008.5
55.3,85.9,12.9,0.415,180.0,178.0,27.5,69,10.9,327.0,1008.2
64.5,101.5,15.4,0.428,169.0,178.0,27.1,75,9.2,134.0,1008.5
63.8,101.0,14.7,0.428,152.0,178.0,26.2,78,8.7,8.0,1009.0
64.3,102.4,13.8,0.43,128.0,178.0,26.0,79,6.8,0.0,1009.8
65.2,104.1,12.9,0.435,112.0,180.0,25.8,81,5.8,0.0,1010.5
67.3,107.1,12.1,0.447,113.0,180.0,25.6,82,5.2,0.0,1010.9
68.0,108.0,11.2,0.464,122.0,180.0,25.3,83,5.4,0.0,1010.9
69.2,108.5,10.6,0.478,128.0,180.0,24.6,87,4.0,0.0,1011.1
69.2,107.6,10.2,0.488,126.0,180.0,24.3,88,3.4,0.0,1010.5
69.2,106.4,10.0,0.496,121.0,180.0,24.0,89,3.1,0.0,1010.4
68.2,104.1,10.0,0.501,115.0,180.0,23.7,90,2.9,0.0,1009.8
66.8,101.3,9.8,0.499,107.0,182.0,23.3,92,3.1,0.0,1009.5
65.0,97.8,9.8,0.494,97.0,182.0,23.1,92,3.2,0.0,1009.2
65.4,98.5,11.2,0.507,91.0,182.0,22.8,94,2.9,0.0,1009.7
64.3,96.4,14.4,0.532,84.0,182.0,22.5,95,3.1,0.0,1009.9
64.7,96.4,18.8,0.566,75.0,182.0,22.3,95,3.1,12.0,1010.6
60.3,90.3,21.3,0.585,82.0,184.0,23.3,90,3.3,129.0,1011.2
61.0,91.0,20.2,0.575,115.0,182.0,25.4,80,4.4,302.0,1012.1
59.3,88.2,17.3,0.551,164.0,182.0,27.5,70,4.0,470.0,1011.6
56.2,83.8,14.8,0.53,208.0,182.0,29.6,61,1.9,626.0,1010.7
58.7,86.8,13.1,0.521,246.0,182.0,31.1,54,1.9,748.0,1009.5
58.0,85.7,11.7,0.516,279.0,182.0,31.6,55,6.9,733.0,1008.6
57.6,85.4,11.5,0.509,294.0,182.0,30.7,60,9.1,667.0,1007.8
55.8,83.4,13.7,0.5,281.0,182.0,29.7,65,10.3,537.0,1007.5
52.9,79.6,17.1,0.489,251.0,182.0,28.9,65,9.5,344.0,1007.3
55.8,83.6,20.7,0.511,241.0,180.0,28.6,67,9.0,144.0,1007.7
53.6,80.8,20.5,0.506,215.0,180.0,27.5,77,7.1,9.0,1007.9
50.3,76.1,20.2,0.498,178.0,180.0,27.2,83,6.1,0.0,1008.6
46.8,71.2,19.8,0.489,147.0,178.0,27.0,85,2.9,0.0,1009.4
42.8,65.2,19.2,0.477,127.0,178.0,26.8,85,4.0,0.0,1010.2
37.5,57.0,18.6,0.464,113.0,176.0,26.5,85,4.0,0.0,1010.2
36.8,55.3,18.1,0.453,100.0,174.0,26.4,85,2.9,0.0,1010.2
36.4,54.4,17.9,0.442,89.0,172.0,26.1,87,1.8,0.0,1009.6
36.4,54.2,17.8,0.434,81.0,170.0,25.6,89,3.3,0.0,1009.4
36.7,54.5,18.1,0.434,72.0,168.0,25.0,92,2.8,0.0,1009.0
37.4,55.5,18.5,0.443,61.0,166.0,24.7,93,2.8,0.0,1008.6
38.8,57.4,19.4,0.461,50.0,164.0,24.4,93,3.6,0.0,1008.5
41.0,60.3,23.3,0.506,43.0,162.0,24.4,93,3.4,0.0,1009.3
41.4,61.0,28.0,0.564,38.0,160.0,24.1,94,3.6,0.0,1009.8
43.0,63.3,34.3,0.644,35.0,158.0,24.2,93,3.3,15.0,1010.6
46.1,67.5,37.3,0.702,54.0,156.0,26.0,82,2.8,162.0,1011.2
50.9,74.3,33.2,0.708,112.0,156.0,28.5,66,4.8,366.0,1012.1
55.1,80.3,25.7,0.692,191.0,156.0,30.6,56,5.6,548.0,1011.7
55.6,81.0,21.2,0.699,265.0,168.0,32.1,50,4.5,679.0,1011.2
56.9,82.9,22.8,0.763,331.0,186.0,33.3,46,2.6,747.0,1009.7
60.8,88.5,27.5,0.85,391.0,204.0,33.8,44,5.4,706.0,1008.9
69.8,101.5,32.0,0.907,421.0,212.0,32.7,53,8.9,615.0,1008.1
76.4,111.1,36.4,0.911,406.0,208.0,31.3,62,9.5,464.0,1007.8
64.0,93.8,40.6,0.884,361.0,194.0,30.2,65,10.3,298.0,1007.6
72.9,109.9,39.8,0.822,301.0,178.0,29.9,66,9.8,132.0,1007.8
65.0,99.2,35.4,0.761,249.0,162.0,28.8,69,8.5,8.0,1008.3
57.3,88.0,29.1,0.676,178.0,160.0,28.3,77,7.4,0.0,1008.9
53.6,81.5,23.7,0.602,123.0,160.0,28.1,79,7.1,0.0,1009.7
50.3,75.0,20.1,0.554,102.0,160.0,28.1,77,6.3,0.0,1009.8
46.7,68.2,17.3,0.518,98.0,162.0,27.9,75,4.0,0.0,1010.0
43.3,62.6,15.0,0.484,96.0,162.0,27.2,77,2.6,0.0,1010.1
39.6,57.0,12.9,0.448,91.0,162.0,27.1,77,2.6,0.0,1009.3
36.4,52.5,11.2,0.414,88.0,162.0,26.8,79,2.5,0.0,1009.2
34.2,49.2,10.1,0.392,85.0,162.0,26.5,80,3.3,0.0,1008.6
32.9,47.5,9.5,0.382,80.0,162.0,26.3,81,3.5,0.0,1008.4
32.5,46.7,9.5,0.383,74.0,162.0,26.0,82,3.6,0.0,1008.2
32.5,46.9,13.2,0.41,59.0,162.0,25.8,86,2.3,0.0,1008.4
32.1,46.6,17.3,0.45,53.0,162.0,25.6,86,2.3,0.0,1008.9
33.4,48.3,22.7,0.504,46.0,160.0,25.6,87,2.5,8.0,1009.6
35.3,50.9,25.6,0.54,55.0,160.0,26.6,79,3.2,88.0,1010.4
37.3,53.6,23.3,0.539,92.0,160.0,28.1,69,3.6,194.0,1011.0
40.4,58.1,18.4,0.519,145.0,158.0,30.1,59,4.6,402.0,1011.3
40.7,58.6,14.9,0.505,190.0,158.0,32.3,49,3.9,627.0,1009.9
40.0,57.5,14.4,0.509,225.0,156.0,33.7,43,1.6,722.0,1009.0
40.5,58.3,15.4,0.519,253.0,164.0,34.1,40,3.7,654.0,1008.1
42.3,61.2,17.0,0.523,260.0,166.0,32.6,52,9.5,499.0,1007.5
41.0,61.0,19.8,0.511,231.0,156.0,30.3,73,11.5,424.0,1007.6
38.0,58.4,23.2,0.493,181.0,150.0,29.1,78,9.0,243.0,1007.1
44.2,68.5,35.8,0.549,153.0,148.0,29.1,75,9.2,105.0,1007.7
42.0,65.2,31.1,0.536,144.0,146.0,28.6,74,8.5,7.0,1007.7
43.1,65.4,24.6,0.517,131.0,144.0,28.2,80,8.7,0.0,1008.8
44.4,65.4,19.0,0.494,120.0,144.0,27.8,81,8.7,0.0,1008.9
44.4,64.0,15.6,0.466,111.0,142.0,27.5,81,7.8,0.0,1009.2
42.8,61.7,13.1,0.434,104.0,142.0,27.5,79,6.0,0.0,1009.1
40.6,58.6,11.2,0.406,97.0,142.0,27.0,78,4.3,0.0,1009.1
38.3,55.3,9.7,0.383,92.0,142.0,26.6,78,3.3,0.0,1008.5
35.7,51.6,8.6,0.364,87.0,142.0,26.2,80,3.3,0.0,1008.0
33.6,48.5,8.1,0.354,83.0,142.0,25.8,81,3.2,0.0,1007.4
32.7,47.4,7.7,0.353,79.0,142.0,25.6,82,3.6,0.0,1007.0
32.5,47.0,7.9,0.36,76.0,142.0,25.5,81,4.1,0.0,1006.9
35.0,50.6,7.9,0.384,76.0,142.0,25.5,80,4.3,0.0,1007.2
34.5,49.7,12.0,0.42,70.0,142.0,25.4,76,4.8,0.0,1008.0
35.7,51.6,17.5,0.469,62.0,142.0,25.5,72,5.1,10.0,1008.4
38.5,55.6,20.8,0.503,68.0,142.0,26.9,65,5.6,115.0,1009.3
42.1,60.8,19.7,0.51,98.0,142.0,28.8,58,8.2,306.0,1009.8
44.2,63.8,16.2,0.501,142.0,142.0,30.8,50,9.3,543.0,1009.7
44.8,64.7,13.3,0.489,177.0,144.0,31.7,47,5.2,673.0,1008.9
44.0,63.6,11.5,0.472,199.0,146.0,32.8,43,3.2,719.0,1008.0
43.1,62.6,10.3,0.451,213.0,150.0,33.5,40,4.6,717.0,1006.9
42.1,62.2,10.1,0.438,214.0,150.0,33.1,44,9.0,581.0,1006.4
42.1,63.6,11.9,0.437,196.0,144.0,31.2,60,11.2,431.0,1006.3
44.8,68.9,14.7,0.443,165.0,144.0,29.1,79,11.0,279.0,1006.5
50.2,76.6,16.7,0.438,130.0,144.0,28.4,83,9.2,121.0,1006.8
52.5,80.3,16.7,0.463,124.0,144.0,27.1,90,8.4,7.0,1007.7
55.8,84.5,16.6,0.497,116.0,146.0,27.1,85,7.5,0.0,1008.4
57.0,84.8,16.2,0.513,107.0,146.0,27.0,83,5.8,0.0,1009.0
56.3,82.2,15.2,0.495,96.0,148.0,26.8,82,5.7,0.0,1009.2
49.6,71.9,13.9,0.459,85.0,148.0,26.6,81,4.7,0.0,1009.2
47.3,68.7,12.8,0.428,76.0,148.0,26.1,81,3.9,0.0,1009.2
44.2,64.3,12.2,0.411,71.0,148.0,25.6,81,3.7,0.0,1008.5
41.7,60.5,11.8,0.398,68.0,150.0,25.3,81,3.6,0.0,1008.4
40.4,58.6,11.7,0.392,66.0,150.0,24.9,82,3.8,0.0,1008.1
39.8,57.9,11.6,0.389,63.0,150.0,24.5,80,4.3,0.0,1007.8
39.7,57.7,11.8,0.391,59.0,150.0,24.4,77,4.5,0.0,1008.0
39.9,58.0,11.8,0.396,60.0,152.0,24.4,76,4.5,0.0,1008.2
41.0,59.6,15.6,0.431,56.0,152.0,24.2,76,4.7,0.0,1008.8
43.9,63.8,20.7,0.478,51.0,152.0,24.1,75,4.7,13.0,1009.4
47.3,68.7,23.7,0.511,59.0,152.0,25.8,67,5.8,159.0,1010.1
50.2,72.9,22.7,0.517,89.0,152.0,27.8,59,8.2,365.0,1010.7
50.9,74.0,19.5,0.509,130.0,154.0,29.6,53,9.4,550.0,1010.7
49.8,72.4,16.5,0.497,167.0,154.0,30.2,50,6.6,684.0,1010.1
54.2,78.7,14.1,0.485,197.0,154.0,31.3,46,4.5,752.0,1009.3
53.6,77.8,11.9,0.47,222.0,154.0,32.2,40,3.4,746.0,1007.9
52.2,76.1,10.9,0.455,230.0,156.0,32.3,40,7.9,644.0,1007.6
49.6,73.1,12.2,0.438,209.0,156.0,31.1,49,10.5,468.0,1007.0
47.1,70.5,14.8,0.42,172.0,156.0,29.1,68,11.2,309.0,1007.7
53.6,79.6,17.8,0.421,140.0,156.0,27.8,78,9.4,142.0,1007.6
51.6,77.8,16.3,0.417,130.0,158.0,27.1,74,7.7,10.0,1008.6
50.8,77.1,14.3,0.412,115.0,158.0,26.8,75,6.4,0.0,1009.3
50.6,76.8,12.9,0.41,102.0,156.0,26.4,79,5.7,0.0,1010.0
49.9,75.0,12.7,0.414,93.0,156.0,26.2,79,5.9,0.0,1010.0
47.4,69.8,13.1,0.42,85.0,156.0,26.1,78,5.1,0.0,1010.3
44.9,65.2,13.7,0.423,77.0,156.0,25.9,78,4.0,0.0,1009.7
42.0,60.8,14.4,0.419,69.0,156.0,25.6,79,2.9,0.0,1009.3
36.7,53.1,15.4,0.412,60.0,156.0,25.2,81,3.1,0.0,1009.3
36.9,53.4,16.5,0.407,53.0,156.0,24.9,82,3.3,0.0,1009.0
37.5,54.2,17.8,0.404,46.0,154.0,24.8,80,3.6,0.0,1008.7
38.1,55.1,19.2,0.403,41.0,154.0,24.9,79,3.5,0.0,1008.7
37.6,54.4,18.7,0.393,38.0,154.0,25.2,77,3.4,0.0,1009.3
38.5,55.8,21.1,0.421,35.0,154.0,25.1,77,3.3,0.0,1009.7
40.7,58.9,24.3,0.459,33.0,154.0,25.1,75,3.2,11.0,1010.6
43.3,62.6,25.8,0.482,43.0,154.0,26.0,69,3.9,147.0,1011.3
45.8,66.1,24.3,0.477,73.0,154.0,27.5,61,5.7,355.0,1011.9
46.8,67.8,21.1,0.457,114.0,154.0,29.0,55,6.6,539.0,1012.1
45.8,66.1,18.1,0.441,154.0,154.0,29.9,52,3.0,662.0,1011.4
46.4,67.1,15.6,0.44,196.0,154.0,30.9,47,2.3,680.0,1010.4
47.7,68.9,13.3,0.443,237.0,158.0,31.1,46,6.5,676.0,1009.2
52.3,75.9,12.1,0.439,255.0,164.0,30.6,51,8.3,619.0,1008.8
49.6,72.6,12.9,0.417,234.0,158.0,29.8,56,9.4,485.0,1008.0
45.2,67.1,14.9,0.387,191.0,152.0,28.7,63,9.7,315.0,1008.4
44.0,65.0,18.8,0.392,177.0,152.0,28.2,72,8.5,141.0,1008.6
41.1,61.5,17.5,0.38,150.0,152.0,27.1,77,6.9,8.0,1009.3
39.1,59.1,15.6,0.363,114.0,150.0,26.9,74,5.1,0.0,1009.6
